,FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
32,201607,16,0,31538,642919,I,07/16/2016 00:00:00,6.0,F,In Water,201607.0
33,201606,2,0,31568,646454,D,06/02/2016 00:00:00,36.0,M,In Water,201606.0
34,201606,3,0,31569,646433,D,06/03/2016 00:00:00,46.0,M,Vehicle/Towed Trailer,201606.0
35,201601,26,0,29771,610540,I,01/26/2016 00:00:00,55.0,M,Vehicle/Towed Trailer,201601.0
36,201601,30,0,29782,611127,I,01/30/2016 00:00:00,23.0,M,In Water,201601.0
37,201601,19,0,29783,611146,I,01/19/2016 00:00:00,31.0,M,Boating,201601.0
38,201601,19,0,29784,611146,I,01/19/2016 00:00:00,37.0,M,Boating,201601.0
39,201601,19,0,29785,611146,I,01/19/2016 00:00:00,52.0,M,Boating,201601.0
40,201601,20,0,29964,611231,I,01/20/2016 00:00:00,22.0,M,Vehicle/Towed Trailer,201601.0
41,201601,26,0,29825,611879,I,01/26/2016 00:00:00,46.0,M,Boating,201601.0
42,201601,15,0,29828,611941,D,01/15/2016 00:00:00,98.0,F,Outside/Open Areas,201601.0
43,201601,14,0,29842,612214,D,01/14/2016 00:00:00,57.0,F,Permanent Structure,201601.0
44,201601,23,0,29918,613720,D,01/23/2016 00:00:00,36.0,M,Vehicle/Towed Trailer,201601.0
45,201601,1,0,29927,613990,I,01/01/2016 00:00:00,27.0,M,In Water,201601.0
46,201601,11,0,29959,614361,D,01/11/2016 00:00:00,43.0,F,Outside/Open Areas,201601.0
47,201601,8,0,29956,614452,D,01/08/2016 00:00:00,50.0,M,Outside/Open Areas,201601.0
48,201601,17,0,29957,614453,D,01/17/2016 00:00:00,21.0,F,Outside/Open Areas,201601.0
49,201601,4,0,30024,614456,D,01/04/2016 00:00:00,39.0,M,Outside/Open Areas,201601.0
50,201601,14,0,30032,614502,D,01/14/2016 00:00:00,72.0,M,In Water,201601.0
51,201601,20,0,29967,614678,I,01/20/2016 00:00:00,55.0,F,Vehicle/Towed Trailer,201601.0
52,201601,20,0,30000,615221,I,01/20/2016 00:00:00,,,Unknown,201601.0
53,201601,20,0,29998,615222,I,01/20/2016 00:00:00,44.0,M,Vehicle/Towed Trailer,201601.0
54,201601,20,0,29997,615223,I,01/20/2016 00:00:00,60.0,F,Vehicle/Towed Trailer,201601.0
55,201601,31,0,30015,615345,D,01/31/2016 00:00:00,48.0,F,Vehicle/Towed Trailer,201601.0
56,201601,14,0,29982,615772,D,01/14/2016 00:00:00,29.0,M,Outside/Open Areas,201601.0
57,201601,14,0,29990,616052,D,01/14/2016 00:00:00,23.0,M,Outside/Open Areas,201601.0
58,201601,2,0,29994,616169,D,01/02/2016 00:00:00,35.0,M,Outside/Open Areas,201601.0
59,201601,16,0,29995,616171,D,01/16/2016 00:00:00,25.0,M,Outside/Open Areas,201601.0
60,201601,11,0,30001,616387,D,01/11/2016 00:00:00,53.0,F,Outside/Open Areas,201601.0
61,201601,23,0,30019,616498,D,01/23/2016 00:00:00,80.0,F,Outside/Open Areas,201601.0
62,201601,18,0,30010,616502,D,01/18/2016 00:00:00,50.0,M,Outside/Open Areas,201601.0
63,201601,18,0,30011,616502,D,01/18/2016 00:00:00,57.0,M,Outside/Open Areas,201601.0
64,201601,11,0,30004,616503,D,01/11/2016 00:00:00,70.0,F,Outside/Open Areas,201601.0
65,201601,11,0,30008,616508,D,01/11/2016 00:00:00,60.0,M,Outside/Open Areas,201601.0
66,201601,11,0,30009,616508,D,01/11/2016 00:00:00,90.0,F,Outside/Open Areas,201601.0
67,201601,22,0,30021,616510,I,01/22/2016 00:00:00,69.0,M,Outside/Open Areas,201601.0
68,201601,22,0,30018,616602,I,01/22/2016 00:00:00,39.0,M,Vehicle/Towed Trailer,201601.0
69,201601,21,0,30025,616658,D,01/21/2016 00:00:00,49.0,M,Outside/Open Areas,201601.0
70,201601,31,0,30026,616663,D,01/31/2016 00:00:00,50.0,M,Outside/Open Areas,201601.0
71,201601,24,0,30037,617356,I,01/24/2016 00:00:00,56.0,M,Vehicle/Towed Trailer,201601.0
72,201601,23,0,30039,617358,I,01/23/2016 00:00:00,54.0,M,Outside/Open Areas,201601.0
73,201601,24,0,30038,617358,I,01/24/2016 00:00:00,55.0,M,Vehicle/Towed Trailer,201601.0
74,201601,23,0,30042,617367,I,01/23/2016 00:00:00,18.0,F,Outside/Open Areas,201601.0
75,201601,23,0,30043,617367,I,01/23/2016 00:00:00,88.0,M,Outside/Open Areas,201601.0
76,201601,3,0,30045,617533,D,01/03/2016 00:00:00,20.0,M,In Water,201601.0
77,201609,29,0,31541,659699,D,09/29/2016 00:00:00,30.0,M,Outside/Open Areas,201609.0
78,201601,13,0,29866,606471,D,01/13/2016 00:00:00,77.0,M,Permanent Home,201512.0
79,201601,8,0,29865,606471,D,01/08/2016 00:00:00,35.0,M,Vehicle/Towed Trailer,201512.0
80,201604,30,0,30242,631037,D,04/30/2016 00:00:00,30.0,M,Vehicle/Towed Trailer,201604.0
81,201604,30,0,30236,631382,D,04/30/2016 00:00:00,9.0,F,Outside/Open Areas,201604.0
82,201604,30,0,30237,631382,D,04/30/2016 00:00:00,8.0,M,Outside/Open Areas,201604.0
83,201604,30,0,30238,631382,D,04/30/2016 00:00:00,7.0,M,Outside/Open Areas,201604.0
84,201604,30,0,30239,631382,D,04/30/2016 00:00:00,6.0,F,Outside/Open Areas,201604.0
85,201604,30,0,30240,631382,D,04/30/2016 00:00:00,64.0,F,Outside/Open Areas,201604.0
86,201604,30,0,30241,631383,D,04/30/2016 00:00:00,30.0,M,Outside/Open Areas,201604.0
87,201603,18,0,30047,617774,D,03/18/2016 00:00:00,28.0,F,Outside/Open Areas,201603.0
88,201604,3,0,30207,628675,D,04/03/2016 00:00:00,49.0,M,Vehicle/Towed Trailer,201604.0
89,201604,3,0,30208,628675,D,04/03/2016 00:00:00,51.0,F,Vehicle/Towed Trailer,201604.0
90,201605,27,0,31627,640004,I,05/27/2016 00:00:00,11.0,M,Outside/Open Areas,201605.0
91,201608,1,0,31550,660164,D,08/01/2016 00:00:00,51.0,M,In Water,201608.0
92,201611,16,0,31604,660354,I,11/16/2016 00:00:00,65.0,M,Outside/Open Areas,201611.0
93,201611,20,0,31571,661416,I,11/20/2016 00:00:00,75.0,M,Other,201611.0
94,201611,8,0,31618,662490,D,11/08/2016 00:00:00,73.0,M,In Water,201611.0
95,201611,29,0,31742,663851,I,11/29/2016 00:00:00,62.0,F,Vehicle/Towed Trailer,201611.0
96,201611,12,0,31821,665627,D,11/12/2016 00:00:00,14.0,M,In Water,201611.0
97,201611,9,0,31833,666056,D,11/09/2016 00:00:00,42.0,M,Boating,201611.0
98,201611,28,0,31856,667508,I,11/28/2016 00:00:00,19.0,M,Vehicle/Towed Trailer,201611.0
99,201611,20,0,32865,668559,I,11/20/2016 00:00:00,,,Unknown,201611.0
100,201604,30,0,30394,632311,D,04/30/2016 00:00:00,61.0,M,Vehicle/Towed Trailer,201604.0
101,201604,29,0,30400,640527,D,04/29/2016 00:00:00,41.0,M,Vehicle/Towed Trailer,201604.0
102,201601,18,0,29628,608577,D,01/18/2016 00:00:00,19.0,M,In Water,201601.0
103,201601,18,0,29629,608577,D,01/18/2016 00:00:00,25.0,M,In Water,201601.0
104,201602,24,0,30114,621853,D,02/24/2016 00:00:00,2.0,M,Mobile/Trailer Home,201602.0
105,201602,24,0,30115,621853,D,02/24/2016 00:00:00,26.0,M,Mobile/Trailer Home,201602.0
106,201602,24,0,30116,621853,D,02/24/2016 00:00:00,50.0,M,Mobile/Trailer Home,201602.0
107,201605,26,0,32899,635831,I,05/26/2016 00:00:00,16.0,M,Outside/Open Areas,201605.0
108,201605,26,0,32897,635831,D,05/26/2016 00:00:00,64.0,F,Permanent Home,201605.0
109,201605,26,0,32895,635831,D,05/26/2016 00:00:00,21.0,M,Vehicle/Towed Trailer,201605.0
110,201605,26,0,32896,635831,D,05/26/2016 00:00:00,59.0,M,Vehicle/Towed Trailer,201605.0
111,201605,26,0,32898,635831,D,05/26/2016 00:00:00,49.0,M,Vehicle/Towed Trailer,201605.0
112,201608,10,0,32882,647936,D,08/10/2016 00:00:00,9.0,M,Outside/Open Areas,201608.0
113,201606,25,0,31297,655179,D,06/25/2016 00:00:00,72.0,M,Under Tree,201606.0
114,201607,18,0,31491,657837,D,07/18/2016 00:00:00,80.0,F,Permanent Home,201607.0
115,201606,24,0,31492,657887,D,06/24/2016 00:00:00,80.0,F,Permanent Home,201606.0
116,201606,16,0,31494,657892,D,06/16/2016 00:00:00,85.0,M,Permanent Home,201606.0
117,201607,9,0,31513,658544,D,07/09/2016 00:00:00,26.0,M,In Water,201607.0
118,201607,9,0,31514,658544,D,07/09/2016 00:00:00,37.0,M,In Water,201607.0
119,201607,9,0,31515,658544,D,07/09/2016 00:00:00,,,In Water,201607.0
120,201610,9,0,31542,659778,D,10/09/2016 00:00:00,,F,Vehicle/Towed Trailer,201610.0
121,201607,13,0,31545,659815,I,07/13/2016 00:00:00,36.0,M,Outside/Open Areas,201607.0
122,201610,8,0,31613,662370,D,10/08/2016 00:00:00,22.0,M,Vehicle/Towed Trailer,201610.0
123,201610,8,0,31614,662370,D,10/08/2016 00:00:00,44.0,M,Vehicle/Towed Trailer,201610.0
124,201610,8,0,31817,663405,D,10/08/2016 00:00:00,,,Unknown,201610.0
125,201610,8,0,31816,663405,D,10/08/2016 00:00:00,,,Vehicle/Towed Trailer,201610.0
126,201610,9,0,31840,663407,I,10/09/2016 00:00:00,76.0,M,Permanent Home,201610.0
127,201610,9,0,31819,663564,D,10/09/2016 00:00:00,70.0,M,Vehicle/Towed Trailer,201610.0
128,201610,9,0,31736,663637,D,10/09/2016 00:00:00,,F,Vehicle/Towed Trailer,201610.0
129,201610,8,0,31813,663955,D,10/08/2016 00:00:00,,,Vehicle/Towed Trailer,201610.0
130,201610,8,0,31814,663955,D,10/08/2016 00:00:00,,,Vehicle/Towed Trailer,201610.0
131,201610,9,0,31812,663986,I,10/09/2016 00:00:00,,,Outside/Open Areas,201610.0
132,201610,2,0,31758,664076,D,10/02/2016 00:00:00,55.0,M,In Water,201610.0
133,201610,19,0,31759,664078,D,10/19/2016 00:00:00,75.0,M,In Water,201610.0
134,201610,8,0,31784,664345,D,10/08/2016 00:00:00,83.0,M,Vehicle/Towed Trailer,201610.0
135,201610,8,0,31822,664348,D,10/08/2016 00:00:00,73.0,M,Vehicle/Towed Trailer,201610.0
136,201610,11,0,31828,666044,D,10/11/2016 00:00:00,,M,In Water,201610.0
137,201610,13,0,31829,666045,D,10/13/2016 00:00:00,,F,Vehicle/Towed Trailer,201610.0
138,201610,13,0,31830,666046,D,10/13/2016 00:00:00,,M,In Water,201610.0
139,201610,13,0,31831,666047,D,10/13/2016 00:00:00,55.0,M,In Water,201610.0
140,201610,13,0,31835,666248,D,10/13/2016 00:00:00,17.0,M,In Water,201610.0
141,201610,11,0,31837,666320,D,10/11/2016 00:00:00,,M,Vehicle/Towed Trailer,201610.0
142,201608,10,0,32874,668678,D,08/10/2016 00:00:00,34.0,M,Under Tree,201608.0
143,201608,10,0,32875,668678,D,08/10/2016 00:00:00,32.0,F,Under Tree,201608.0
144,201605,1,0,30124,622483,D,05/01/2016 00:00:00,53.0,M,In Water,201605.0
145,201605,7,0,30163,625797,I,05/07/2016 00:00:00,,F,Outside/Open Areas,201605.0
146,201605,24,0,30321,626403,D,05/24/2016 00:00:00,62.0,M,Outside/Open Areas,201605.0
147,201605,30,0,30213,626754,I,05/30/2016 00:00:00,68.0,M,Other,201605.0
148,201605,4,0,30198,627799,D,05/04/2016 00:00:00,64.0,M,Vehicle/Towed Trailer,201605.0
149,201605,1,0,30396,632310,I,05/01/2016 00:00:00,61.0,M,Vehicle/Towed Trailer,201605.0
150,201605,22,0,30307,635797,D,05/22/2016 00:00:00,12.0,F,In Water,201605.0
151,201605,30,0,30399,636975,D,05/30/2016 00:00:00,61.0,F,Vehicle/Towed Trailer,201605.0
152,201605,14,0,30391,640312,D,05/14/2016 00:00:00,53.0,M,In Water,201605.0
153,201612,3,0,31597,661853,D,12/03/2016 00:00:00,,,Outside/Open Areas,201612.0
154,201612,10,0,31617,662402,I,12/10/2016 00:00:00,22.0,M,Vehicle/Towed Trailer,201612.0
155,201612,15,0,31621,662723,I,12/15/2016 00:00:00,37.0,M,Outside/Open Areas,201612.0
156,201612,18,0,31622,662870,I,12/18/2016 00:00:00,18.0,F,Outside/Open Areas,201612.0
157,201612,12,0,31630,663039,I,12/12/2016 00:00:00,55.0,M,Outside/Open Areas,201612.0
158,201612,17,0,31628,663178,I,12/17/2016 00:00:00,44.0,M,Outside/Open Areas,201612.0
159,201612,18,0,31629,663178,I,12/18/2016 00:00:00,74.0,M,Outside/Open Areas,201612.0
160,201612,25,0,31741,663723,I,12/25/2016 00:00:00,59.0,M,Vehicle/Towed Trailer,201612.0
161,201612,17,0,31743,663943,I,12/17/2016 00:00:00,,,Outside/Open Areas,201612.0
162,201612,17,0,31745,663947,I,12/17/2016 00:00:00,46.0,M,Vehicle/Towed Trailer,201612.0
163,201612,16,0,31750,663951,I,12/16/2016 00:00:00,13.0,F,Vehicle/Towed Trailer,201612.0
164,201612,16,0,31756,663978,I,12/16/2016 00:00:00,24.0,M,Vehicle/Towed Trailer,201612.0
165,201612,16,0,31755,663979,I,12/16/2016 00:00:00,56.0,M,Vehicle/Towed Trailer,201612.0
166,201612,24,0,31782,664505,I,12/24/2016 00:00:00,20.0,F,Vehicle/Towed Trailer,201612.0
167,201612,30,0,31803,664565,I,12/30/2016 00:00:00,25.0,F,Outside/Open Areas,201612.0
168,201612,30,0,31806,664592,D,12/30/2016 00:00:00,58.0,M,In Water,201612.0
169,201612,19,0,32911,664919,D,12/19/2016 00:00:00,64.0,F,Outside/Open Areas,201612.0
170,201612,19,0,31811,664996,I,12/19/2016 00:00:00,27.0,M,Vehicle/Towed Trailer,201612.0
171,201612,19,0,31809,664997,I,12/19/2016 00:00:00,57.0,M,Vehicle/Towed Trailer,201612.0
172,201612,19,0,31810,664997,I,12/19/2016 00:00:00,75.0,F,Vehicle/Towed Trailer,201612.0
173,201612,3,0,31820,665126,D,12/03/2016 00:00:00,32.0,F,In Water,201612.0
174,201612,25,0,32951,665755,D,12/25/2016 00:00:00,72.0,M,Outside/Open Areas,201612.0
175,201612,13,0,32964,665899,D,12/13/2016 00:00:00,43.0,M,Outside/Open Areas,201612.0
176,201612,12,0,31838,666330,D,12/12/2016 00:00:00,34.0,F,Outside/Open Areas,201612.0
177,201612,18,0,31839,666333,D,12/18/2016 00:00:00,77.0,M,Outside/Open Areas,201612.0
178,201612,4,0,31847,666923,I,12/04/2016 00:00:00,26.0,M,Vehicle/Towed Trailer,201612.0
179,201612,17,0,31848,666931,I,12/17/2016 00:00:00,,M,Vehicle/Towed Trailer,201612.0
180,201612,18,0,31849,666934,D,12/18/2016 00:00:00,46.0,M,Outside/Open Areas,201612.0
181,201612,26,0,32855,667697,I,12/26/2016 00:00:00,63.0,M,Outside/Open Areas,201612.0
182,201612,29,0,32856,667697,D,12/29/2016 00:00:00,37.0,F,Outside/Open Areas,201612.0
183,201612,19,0,32857,667889,D,12/19/2016 00:00:00,,F,Outside/Open Areas,201612.0
184,201612,11,0,32860,668139,D,12/11/2016 00:00:00,,M,Outside/Open Areas,201612.0
185,201612,11,0,32876,668222,I,12/11/2016 00:00:00,72.0,M,Outside/Open Areas,201612.0
186,201612,26,0,32903,668714,I,12/26/2016 00:00:00,22.0,F,Vehicle/Towed Trailer,201612.0
187,201612,17,0,32972,669638,I,12/17/2016 00:00:00,16.0,F,Vehicle/Towed Trailer,201612.0
188,201612,17,0,32973,669638,I,12/17/2016 00:00:00,,M,Vehicle/Towed Trailer,201612.0
189,201612,17,0,32974,669638,I,12/17/2016 00:00:00,,,Vehicle/Towed Trailer,201612.0
190,201612,10,0,32910,669728,D,12/10/2016 00:00:00,29.0,F,Outside/Open Areas,201612.0
191,201612,17,0,32918,669815,D,12/17/2016 00:00:00,,,Vehicle/Towed Trailer,201612.0
192,201612,17,0,32919,669815,D,12/17/2016 00:00:00,,,Vehicle/Towed Trailer,201612.0
193,201612,17,0,32917,669826,D,12/17/2016 00:00:00,,M,Outside/Open Areas,201612.0
194,201612,17,0,32962,670095,I,12/17/2016 00:00:00,71.0,M,Vehicle/Towed Trailer,201612.0
195,201612,25,0,32941,670231,I,12/25/2016 00:00:00,70.0,M,Outside/Open Areas,201612.0
196,201612,16,0,32938,670387,I,12/16/2016 00:00:00,,F,Unknown,201612.0
197,201612,18,0,32956,670462,D,12/18/2016 00:00:00,82.0,M,Outside/Open Areas,201612.0
198,201612,18,0,32957,670462,D,12/18/2016 00:00:00,70.0,F,Outside/Open Areas,201612.0
199,201612,18,0,32960,670664,D,12/18/2016 00:00:00,39.0,M,Outside/Open Areas,201612.0
200,201612,18,0,32971,672343,D,12/18/2016 00:00:00,52.0,M,Outside/Open Areas,201612.0
201,201612,31,0,32977,672692,I,12/31/2016 00:00:00,35.0,F,Vehicle/Towed Trailer,201612.0
202,201612,31,0,32978,672692,I,12/31/2016 00:00:00,50.0,M,Vehicle/Towed Trailer,201612.0
203,201606,7,0,30200,628224,D,06/07/2016 00:00:00,36.0,M,In Water,201606.0
204,201606,7,0,30201,628352,D,06/07/2016 00:00:00,52.0,F,In Water,201606.0
205,201606,7,0,30205,628353,D,06/07/2016 00:00:00,36.0,M,In Water,201606.0
206,201606,7,0,30206,628353,D,06/07/2016 00:00:00,35.0,M,In Water,201606.0
207,201606,10,0,30410,628758,D,06/10/2016 00:00:00,,M,Permanent Structure,201606.0
208,201606,5,0,30211,628790,I,06/05/2016 00:00:00,55.0,M,Outside/Open Areas,201606.0
209,201606,7,0,30214,629380,D,06/07/2016 00:00:00,,M,In Water,201606.0
210,201606,12,0,30215,629806,D,06/12/2016 00:00:00,50.0,M,Mobile/Trailer Home,201606.0
211,201606,18,0,30218,630396,D,06/18/2016 00:00:00,25.0,M,Outside/Open Areas,201606.0
212,201606,19,0,30219,630397,D,06/19/2016 00:00:00,28.0,F,Outside/Open Areas,201606.0
213,201606,21,0,30320,631862,D,06/21/2016 00:00:00,11.0,F,Permanent Structure,201606.0
214,201606,18,0,30246,632207,D,06/18/2016 00:00:00,24.0,F,In Water,201606.0
215,201606,6,0,30250,632506,D,06/06/2016 00:00:00,,,Other,201606.0
216,201606,23,0,30319,634044,I,06/23/2016 00:00:00,49.0,M,Permanent Home,201606.0
217,201606,27,0,30322,634338,D,06/27/2016 00:00:00,24.0,M,Other,201606.0
218,201606,15,0,30308,634756,D,06/15/2016 00:00:00,56.0,M,Vehicle/Towed Trailer,201606.0
219,201606,11,0,30298,635541,I,06/11/2016 00:00:00,0.0,M,Vehicle/Towed Trailer,201606.0
220,201606,12,0,30326,636863,D,06/12/2016 00:00:00,8.0,M,Outside/Open Areas,201606.0
221,201606,12,0,30325,636900,D,06/12/2016 00:00:00,94.0,M,Vehicle/Towed Trailer,201606.0
222,201606,23,0,30761,637349,D,06/23/2016 00:00:00,81.0,M,Outside/Open Areas,201606.0
223,201606,23,0,30762,637349,D,06/23/2016 00:00:00,90.0,F,Outside/Open Areas,201606.0
224,201606,24,0,30354,638522,D,06/24/2016 00:00:00,33.0,F,In Water,201606.0
225,201606,2,0,30429,642168,I,06/02/2016 00:00:00,35.0,M,In Water,201606.0
226,201606,5,0,30430,642168,I,06/05/2016 00:00:00,36.0,M,In Water,201606.0
227,201606,10,0,30419,642304,D,06/10/2016 00:00:00,20.0,M,Boating,201606.0
228,201606,4,0,30431,642819,I,06/04/2016 00:00:00,15.0,M,In Water,201606.0
229,201606,9,0,30434,643020,D,06/09/2016 00:00:00,,M,Outside/Open Areas,201606.0
230,201606,3,0,30437,643021,D,06/03/2016 00:00:00,34.0,M,Outside/Open Areas,201606.0
231,201606,4,0,30438,643021,D,06/04/2016 00:00:00,56.0,M,Outside/Open Areas,201606.0
232,201606,6,0,30439,643021,I,06/06/2016 00:00:00,50.0,M,Outside/Open Areas,201606.0
233,201606,12,0,30444,643021,D,06/12/2016 00:00:00,66.0,F,Outside/Open Areas,201606.0
234,201606,3,0,30436,643021,D,06/03/2016 00:00:00,77.0,M,Permanent Home,201606.0
235,201606,8,0,30440,643021,D,06/08/2016 00:00:00,86.0,M,Permanent Home,201606.0
236,201606,8,0,30442,643021,D,06/08/2016 00:00:00,81.0,M,Permanent Home,201606.0
237,201606,8,0,30441,643021,D,06/08/2016 00:00:00,35.0,M,Permanent Structure,201606.0
238,201606,9,0,30443,643021,D,06/09/2016 00:00:00,82.0,M,Permanent Structure,201606.0
239,201606,3,0,30435,643021,D,06/03/2016 00:00:00,66.0,F,Vehicle/Towed Trailer,201606.0
240,201606,22,0,30786,643026,I,06/22/2016 00:00:00,52.0,M,Outside/Open Areas,201606.0
241,201606,21,0,30790,643026,D,06/21/2016 00:00:00,53.0,M,Outside/Open Areas,201606.0
242,201606,22,0,30792,643026,I,06/22/2016 00:00:00,91.0,F,Outside/Open Areas,201606.0
243,201606,22,0,30793,643026,D,06/22/2016 00:00:00,20.0,F,Outside/Open Areas,201606.0
244,201606,26,0,30796,643026,D,06/26/2016 00:00:00,36.0,M,Outside/Open Areas,201606.0
245,201606,20,0,30785,643026,D,06/20/2016 00:00:00,82.0,F,Permanent Home,201606.0
246,201606,24,0,30787,643026,I,06/24/2016 00:00:00,76.0,F,Permanent Home,201606.0
247,201606,26,0,30797,643026,D,06/26/2016 00:00:00,82.0,F,Permanent Home,201606.0
248,201606,28,0,30799,643026,D,06/28/2016 00:00:00,67.0,M,Permanent Home,201606.0
249,201606,25,0,30788,643026,I,06/25/2016 00:00:00,82.0,M,Permanent Structure,201606.0
250,201606,21,0,30789,643026,I,06/21/2016 00:00:00,42.0,F,Permanent Structure,201606.0
251,201606,25,0,30795,643026,I,06/25/2016 00:00:00,54.0,M,Permanent Structure,201606.0
252,201606,26,0,30798,643026,D,06/26/2016 00:00:00,66.0,M,Permanent Structure,201606.0
253,201606,28,0,30800,643026,D,06/28/2016 00:00:00,60.0,M,Permanent Structure,201606.0
254,201606,29,0,30801,643026,D,06/29/2016 00:00:00,54.0,M,Permanent Structure,201606.0
255,201606,21,0,30791,643026,I,06/21/2016 00:00:00,62.0,M,Vehicle/Towed Trailer,201606.0
256,201606,24,0,30794,643026,I,06/24/2016 00:00:00,74.0,M,Vehicle/Towed Trailer,201606.0
257,201606,22,0,30534,643101,I,06/22/2016 00:00:00,63.0,M,Boating,201606.0
258,201606,22,0,30535,643101,I,06/22/2016 00:00:00,54.0,M,Boating,201606.0
259,201606,18,0,30754,644625,D,06/18/2016 00:00:00,,M,In Water,201606.0
260,201606,13,0,30952,644661,I,06/13/2016 00:00:00,24.0,M,In Water,201606.0
261,201606,19,0,30985,644664,D,06/19/2016 00:00:00,,M,Outside/Open Areas,201606.0
262,201606,19,0,30986,644664,D,06/19/2016 00:00:00,,F,Outside/Open Areas,201606.0
263,201606,18,0,30767,644955,D,06/18/2016 00:00:00,56.0,F,Outside/Open Areas,201606.0
264,201606,30,0,30802,644977,D,06/30/2016 00:00:00,55.0,F,Outside/Open Areas,201606.0
265,201606,30,0,30803,644977,I,06/30/2016 00:00:00,29.0,F,Outside/Open Areas,201606.0
266,201606,19,0,30955,645016,D,06/19/2016 00:00:00,43.0,M,Camping,201606.0
267,201606,2,0,30934,645945,D,06/02/2016 00:00:00,38.0,M,In Water,201606.0
268,201606,2,0,30935,645945,D,06/02/2016 00:00:00,21.0,M,In Water,201606.0
269,201606,2,0,30936,645945,D,06/02/2016 00:00:00,21.0,F,In Water,201606.0
270,201606,2,0,30937,645945,D,06/02/2016 00:00:00,20.0,F,In Water,201606.0
271,201606,2,0,30938,645945,D,06/02/2016 00:00:00,25.0,M,In Water,201606.0
272,201606,2,0,30939,645945,D,06/02/2016 00:00:00,19.0,M,In Water,201606.0
273,201606,2,0,30940,645945,D,06/02/2016 00:00:00,23.0,M,In Water,201606.0
274,201606,2,0,30941,645945,D,06/02/2016 00:00:00,22.0,M,In Water,201606.0
275,201606,2,0,30942,645945,D,06/02/2016 00:00:00,27.0,F,In Water,201606.0
